9.81
1.0  1.0  1.0
  90.00
30.0  24000.0
 0.05
   11
  148
   1    1    0    0    0    2
   2    1    1    1    0    3
   3    1    1    2    0    5
   4    1    0    0    0    5
   5    1    2    4    3    8
   6    1    0    0    0    7
   7    1    1    6    0    8
   8    1    2    7    5    9
   9    1    1    8    0   10
  10    1    1    9    0   11
  11    1    1   10    0 -545375276
   1   20
 0.038   3.000   1.250   2.500   725.000
 0.038   3.000   1.250   2.500   724.000
 0.038   3.000   1.250   2.500   723.000
 0.038   3.000   1.250   2.500   722.000
 0.038   3.000   1.250   2.500   721.000
 0.038   3.000   1.250   2.500   720.500
 0.038   3.000   1.250   2.500   720.000
 0.038   3.000   1.250   2.500   719.500
 0.038   3.000   1.250   2.500   719.000
 0.038   3.000   1.250   2.500   718.706
 0.038   3.000   1.250   2.500   718.336
 0.038   3.000   1.250   2.500   717.865
 0.038   3.000   1.250   2.500   717.297
 0.038   3.000   1.250   2.500   716.660
 0.038   3.000   1.250   2.500   716.000
 0.038   3.000   1.250   2.500   715.500
 0.038   3.000   1.250   2.500   715.000
 0.038   3.000   1.250   2.500   714.672
 0.038   3.000   1.250   2.500   714.337
 0.037   3.100   1.250   2.500   714.000
   2   36
 0.037   3.100   1.250   2.500   714.000
 0.037   3.100   1.250   2.500   713.314
 0.037   3.100   1.250   2.500   712.568
 0.037   3.100   1.250   2.500   711.753
 0.037   3.100   1.250   2.500   710.886
 0.037   3.100   1.250   2.500   710.000
 0.037   3.100   1.250   2.500   709.515
 0.037   3.100   1.250   2.500   708.970
 0.037   3.100   1.250   2.500   708.354
 0.037   3.100   1.250   2.500   707.687
 0.037   3.100   1.250   2.500   707.000
 0.037   3.100   1.250   2.500   706.514
 0.037   3.100   1.250   2.500   705.967
 0.037   3.100   1.250   2.500   705.351
 0.037   3.100   1.250   2.500   704.685
 0.037   3.100   1.250   2.500   704.000
 0.037   3.100   1.250   2.500   703.473
 0.037   3.100   1.250   2.500   702.905
 0.037   3.100   1.250   2.500   702.268
 0.037   3.100   1.250   2.500   701.556
 0.037   3.100   1.250   2.500   700.788
 0.037   3.100   1.250   2.500   700.000
 0.037   3.100   1.250   2.500   699.670
 0.037   3.100   1.250   2.500   699.336
 0.037   3.100   1.250   2.500   699.000
 0.037   3.100   1.250   2.500   698.838
 0.037   3.100   1.250   2.500   698.612
 0.037   3.100   1.250   2.500   698.303
 0.037   3.100   1.250   2.500   697.913
 0.037   3.100   1.250   2.500   697.466
 0.037   3.100   1.250   2.500   697.000
 0.037   3.100   1.250   2.500   696.535
 0.037   3.100   1.250   2.500   696.042
 0.037   3.100   1.250   2.500   695.526
 0.037   3.100   1.250   2.500   695.000
 0.037   3.300   1.250   2.500   696.000
   3  146
 0.037   3.300   1.250   2.500   696.000
 0.037   3.300   1.250   2.500   695.000
 0.037   3.300   1.250   2.500   694.000
 0.037   3.300   1.250   2.500   693.363
 0.037   3.300   1.250   2.500   692.640
 0.037   3.300   1.250   2.500   691.817
 0.037   3.300   1.250   2.500   690.914
 0.037   3.300   1.250   2.500   689.962
 0.037   3.300   1.250   2.500   688.985
 0.037   3.300   1.250   2.500   688.000
 0.037   3.300   1.250   2.500   687.767
 0.037   3.300   1.250   2.500   687.495
 0.037   3.300   1.250   2.500   687.174
 0.037   3.300   1.250   2.500   686.801
 0.037   3.300   1.250   2.500   686.383
 0.037   3.300   1.250   2.500   685.919
 0.037   3.300   1.250   2.500   685.395
 0.037   3.300   1.250   2.500   684.790
 0.037   3.300   1.250   2.500   684.083
 0.037   3.300   1.250   2.500   683.277
 0.037   3.300   1.250   2.500   682.401
