0.001
1.0
0.5
0.55
90.0
0.05
1  1  0.038  3.00  1.25  2.5
2  1  0.037  3.10  1.25  2.5
3  1  0.037  3.30  1.25  2.5
4  1  0.038  2.00  1.25  2.5
5  1  0.035  3.50  1.25  2.5
6  1  0.040  2.50  1.25  2.5
7  1  0.038  3.20  1.25  2.5
8  1  0.030  4.50  1.50  2.5
9  1  0.030  4.75  1.50  2.5
10 1  0.030  4.90  1.50  2.5
11 1  0.037  5.10  1.50  2.5
